ac_sink,sink_gender,sink_YOB,sink_race
1cf4c7c3108360cf60fe3feb067589c5,F,1962,White
2231ce9e5ac081e206c8053e6b7de918,F,1958,White
a7598b75d6c9f9dee1b80b1972f9f5cc,F,1995,White
ea40ba1197c9beb1aaaaa950a85566eb,F,1991,Hispanic
73c388b08c6b9ce81c9b43b8c964d08b,F,1958,White
212eb6c7d87178a56ff81354dff24e55,F,1983,White
ce3a1ad25c2f972d29a7e7e98e317955,F,1978,White
49f286ce7dac94a38a073d15a69c3f2a,F,1957,White
8fdd7007a11e0531f1450d585e2f9e63,F,1949,White
c3f91275acf2b909f6c931dc7ede7ba6,F,1953,White
866e14a3f86b2b599bc8857c0d55cbb9,M,1954,White
4bfdd4c81b69ed95bc17a68f903254a3,F,1957,White
0a13c50203fa6012b0295db590e2463e,M,1970,White
7c31a24b79a9d23eaa197060c8b0252b,F,1979,White
37a7f15a1fb0d9f74bf4d2cae9cc859b,F,1960,White
a6ffda8d8fcb79a44a277958417c25fa,M,1957,White
1064d6c98e9bee94ec4d9944c424628d,F,1966,White
3cc57a0d78598877e3e6c9405fa5535d,M,1985,White
91c598ec2ddc71ead487d3f8eaa99c8b,M,1987,White
c2d95fbee6caf350e7592ca102bfc844,F,1967,Hispanic
8a90b15ecfdefb3fb9c7f408d9675759,M,1975,Black
1b479b5d7edd57d18d9465fb9b198907,F,1953,White
d32e155d431e9dd28b575ddefddb543f,F,1973,White
f247d59ca4285faa23abebfa94711a1b,F,1985,Unknown
887a997d3452a52018b7477f2d3415cb,F,1971,White
e2d1113b851fda0462a19eda4c4cd0ad,F,1961,White
2e60fb4b8ab179ffdb8939bcbf55f6b5,M,1979,White
05331b67de0cfe06a210c12fd0219a66,M,1978,White
f7924572bd9c571d2209c2082cb2815a,F,1967,White
54a426d3810618b66e217d80a57bbfc3,F,1964,Black
45b429554c1cc32f3d36888cbcafb6cc,M,1990,White
22c47036fd526446d7a863ef45a9f26a,M,1971,White
d0a17273a1b571355510d92b2e4213ff,F,1983,Asian
81a6b4f7af5a6ef2213e1bd8a99b9f13,F,1985,White
75cc263711fa1f8783cd3abb5a63becd,F,1971,Unknown
e8a3cb593a206bd1667a1015a56e7721,F,1958,Other
b49c6aaada7a8be5eff912cd9fdda6ec,F,1955,Unknown
7be12e725e44bf29d72309d25e1f3ae7,M,1960,Other
b737284538acaf2f3df1f99ed2a9868f,F,1967,White
475f03756269ed6f288afe178b400fa6,M,1929,Unknown
c95947d4903a6ba65c39ed66d522883f,F,1971,White
dfdc371ffc8086e65b235afe193e13a6,M,1964,White
f71b16eac06b48f861f9995da6ed2a71,F,1955,White
471579b77126cfe888e3efe8f67c7a70,M,1944,White
3e76bc06bb49dde5a907d30930393d88,F,1949,White
84bf02d2fdb2a9c114b1b5219c11bb92,M,1949,White
f630b7d34dba073b55ac6a078c301bdf,F,1949,White
0ffc25f521869ae862a558bd05e9eb2f,M,1951,Hispanic
b47574f24dda725b67295a27d6edbc57,M,1946,Unknown
ddc89db06a86a8e2e9b46f175bfe2ae3,F,1962,Asian
988ef0b880675e413088eee32c401846,M,1966,White
99b18f34fc7a20287e7e815ef3ca985d,M,1949,Other
a41705bed0fc2c351acf02f933d0a6dc,M,1993,White
dfec23ee715d9e9bc88559cb610f1ff6,F,1994,White
7454d83fe6a13087c2c11a0c46868525,M,1976,White
e3f35dc7b2d882d054bd291b070e7daf,F,1950,Other
a399b89b7ac4e57abfa55bc126cf07c5,M,1969,White
c0b2659890d2067c8bdc0145a68eb97e,M,1948,White
1739bf698843e344e7e5701dc95cf5ff,F,1960,White
b3b7b759c4c4df26374038f63086d82e,M,1959,White
ffe2b5a00972352cd9f127333c087f9f,F,1965,White
468c5a4381a42274ea0ea34a63a7ce38,F,1955,White
6e64111b36569c06e9149d227c08e668,M,1967,White
349b390572b2d4e8728f6d234195a818,M,1960,White
a849bf95f79291ff54be304a98718ed1,M,1948,White
684a5373bc2b541df994c44dfb014e1f,F,1983,Unknown
58edb38ab6177cda000ef6454b42fa03,M,1979,White
c7b46de709a2c6137752a18b82749780,M,1975,White
1a1202b853bc9a9bd3c9a59f6f30b594,M,1981,White
8cae0bd7bf92f79e615c6242d7f9a782,M,1934,White
4b6090714ccd75b99f26a8842e25beb6,M,1969,White
3ce86018a31c9da9c7c38a40e90db525,F,1930,Unknown
834bb16cbcdb0ae57847b414ed0d51fc,M,1956,White
761d38280d35637651698923d9356908,F,1975,White
a5eb0db25fa7eccfab0fa3a6ece1883b,F,1983,White
c91571fb00a1bbc4c7c5f3f250f0e394,F,1966,White
e332e3d8bafe58adb967f9d043ec52b2,F,1966,White
acd07ac8235ab5bb98231e4b57d89206,F,1981,White
a22155661b51a7dcf60c95d3f2518e4f,M,1941,White
1b37aefedcabcc685623a83239de304f,F,1967,White
5279e55bd244807d406d1100f6d77787,F,1954,White
f9e6099c1c468011aec5e91e72308928,F,1974,White
25170f508c8427f28abfe9ed0ddc9507,F,1960,White
db0ab27a15a4e4fa225b7c8a549ddbc0,F,1991,White
9461a77072878678a2b0a581285712e8,F,1989,White
7625b9eabf4a21290fbc590a2f30a072,F,1976,Other
6624714841e554c1c9296ffb7a571160,F,1977,White
5719fd16379d179c5d1391a5fdbe8ff8,F,1977,White
2dcc2915a59e9cd0ac7234fa552f04d5,F,1966,Unknown
3058ca065bfa3552c40900977a0e360e,F,1971,Other
e12cbfb8ed4f8e2b998cc5a702cf5190,F,1961,White
8836eb583cda593d8c68a8cedfbf6d30,F,1985,White
779110b6d4982e8e01d6053b9a200d31,F,1954,White
8ecf69a11f62fec2f453cd6c90613c67,F,1962,White
d66ce7232387da9d28b55dfdf8a2450a,F,1964,Unknown
ca206cdce18603ae4289778dec72495c,M,1977,White
f7384bf66e2b6a95f8af802d219766a1,F,1951,White
ffd29a00bdd064f10417872f76dce2ff,M,1972,White
d7edf93aa3f6ec83597b9647539501da,F,1952,Unknown
679b9ae046ef11968531288f8607b93b,M,1969,White
1507082506a1f5036c0b9ccd50ef6c51,M,1963,White
f63ba377b9438a54673de16e56a832fa,M,1988,White
1287862ca975a1ee4c92bb035fbb159e,M,1985,White
1eaf50e44cd6297060d3447be96daca5,M,1960,White
37a7dcb0f68a2358a655cede4dbcba9b,M,1959,Unknown
0ae8d275e88a9c92bf314fce8ea225eb,M,1979,White
a75c369e44d49a28a90f43150c3e7e23,M,1958,Other
bcf1e469fc635ea0cc3204859414d162,M,1962,Asian
f23cb7557c95fe6c623bf11f04056688,M,1962,White
ee1cf5dd20c45d6a13ce5ce3fe3e079b,F,1947,White
8daf3b4f2b979ae381f1865373c74e55,F,1992,White
bf528466c5b73c7bdb0e6124192c2839,M,1977,White
4b65c3d52fbba64d412fc506948574d5,F,1961,White
0fc508c5939939274f151295fad38719,F,1955,White
3aa936610ab89d2595e43faec580a8f6,F,1956,White
7d66e13f99e7627c4cc1aff2b23db51b,M,1969,White
dae4f89a1579c05408199fb89a8fba19,F,1941,White
d211aa3fb1b8c5a41b8d8767cb7dd6a4,F,1986,White
c450af80b486b6d4a323ce8b02fb681e,F,1988,White
dc5658a76b2e113c2d30cf21e631dc1a,F,1976,White
ef81444eaee9e6bf75605ea03516d946,F,1966,White
1bf10a5f8227a463f9f4713b7d7c7977,F,1969,White
9d146364ef2acbbbe27b22cb724a47ef,M,1983,White
347300de923a26f86fdd3cc1bf474e82,F,1994,Hispanic
1803c152a336666f8690fcb920619a04,M,1966,White
d0e78477102bd8ecf05de5cb5edbcc44,M,1970,White
997c26c814dc4f557743643eb80ac0d0,M,1966,White
ae65f317a548e058ac50aa7101bee8d6,M,1986,White
bb88b4cf6d5bc24a448e33ee96538579,F,1972,White
f3dc90d182df9d66a4cdb3d7ab2b7547,M,1968,White
8b8f3920576941c918331c9763f458c6,F,1994,Unknown
9073a1de8ef95f1b6c73e671cf33ad46,M,1949,White
5a9175697fee757525baa2dfea8e7c64,M,1949,White
2a42c49bf8d87062f637795f60c3af9f,M,1962,White
34f0d30168c8a7d76cdab4f764b68814,F,1966,Unknown
a4a3f5f3db4bb2d9c173ce7926279b13,M,1961,Other
4cfff6f16c09cf4077d21e59ec016267,M,1963,Unknown
c1c59f29e55ac59a846743ec528aa9b1,F,1959,White
bc3432df6ae85a32d60374da3233bb00,F,1985,White
ff1073046793d077990de8cb9881eb92,F,1978,White
21948f85ffc76c30a7f8f4a9b40fd89c,M,1976,White
6c65478451eabd27a89a91b8bade01d0,F,1949,White
b286f5edfe72d463689effa1b59f2370,F,1967,White
8f4420dfcaae73a8ed7a0360f9655c21,M,1977,White
c10cf1aadcb6fe6ced21f60e03f603f7,F,1957,White
53ce67ffb301df2e56a3e4f0c849bd8d,F,1950,White
2831f6e14a1bc38882fdc210a2ba3f6c,M,1964,Asian
4c2e94c11cfd330471557404a4d6513b,F,1977,White
38d71143a1cc1bddada6cb568fe152e8,M,1967,White
85df4fc9d6b9599b6ff5c026e90dad8b,F,1986,White
de075e3e4464de51b746139f1662052e,M,1962,White
44577bb32b11f689a9a97d542c205747,F,1959,White
ab20664c306ed571c3c2842c151a95c8,M,1956,White
b0b6eb2f31a8c8a7eda5c44bad7193b4,M,1972,White
1abe0e4f9fd5f1f565b51c7dd045fb7e,M,1958,White
c8036b89f7f0642ad330e3d41838af32,F,1967,Asian
dd6a853cc0c3a5f5e66d7c42adac731d,F,1955,White
664e4c4ac457fa7ca0fdc2eeafa8e10b,F,1969,White
021d5a909250b60217dba42dd0347cdb,F,1960,White
8b939b4212fff8a0587f6cf023c91b99,F,1974,White
6c3d808d4fded00d236e454e94d5ebda,F,1979,White
d26a6f6b907958e5e5a464f6e088f04c,M,1984,White
8e3460166c9d0ca792482e855a3bb51a,F,1961,Unknown
9073a1de8ef95f1b6c73e671cf33ad46,M,1949,White
5a9175697fee757525baa2dfea8e7c64,M,1949,White
ea9eb6d9af0673c6e769a49fea151d7d,F,1972,White
a2a5a94b468f88a35d15612d95d14bc3,M,1962,White
34f0d30168c8a7d76cdab4f764b68814,F,1966,Unknown
b9714806310e954766a1d17c93ca578f,F,1994,White
582715ab1ec45e36ad1616c58d097557,M,1993,Asian
8a3add2bb4dd7d196f44f7b173883017,M,1950,White
9073a1de8ef95f1b6c73e671cf33ad46,M,1949,White
5a9175697fee757525baa2dfea8e7c64,M,1949,White
2a42c49bf8d87062f637795f60c3af9f,M,1962,White
34f0d30168c8a7d76cdab4f764b68814,F,1966,Unknown
5f565e9bf351222ba2216cdcf25ed83e,M,1994,Other
0cc2c2f4e23840f103888ec5b953b052,M,1992,White
19dfa6d6da2c5d674c1fb2990a1eb92e,F,1978,White
e0052d42486f61dd88b7093c51cada47,F,1977,Unknown
ad3c2ce7f4c6559737036231c091f29c,F,1943,White
2ef45d07e204bfb3221910a305732c01,F,1976,White
e13797b482b168dfcb8f079f8d11c37a,F,1964,White
baa1b30a0b624e43684df72c71437d9c,M,1992,Other
51a67903353d49af3f1f781ca1cf45c7,F,1976,White
5af0d917d23e8bef0898a4b0d9e3b5d9,M,1982,Black
7f21f593c860fb44c1ad4c6d65f66622,F,1970,White
a5554badfff321bd3241b110e0b01df4,M,1974,White
0e864b38dfef29a5306c50866619685d,F,1974,White
61b9befaaf5632964382d5af6f125f4b,F,1959,White
7b5d50653a6584029f19fa338350e5f7,F,1968,White
0e1586c09459d56e7a39ae7d2d791113,F,1989,White
8231194e3e2d3b68a7674bef1c1264d2,F,1981,White
11437d41a5d5aeb2884c3d8b1b78598f,F,1942,White
6ae098a885b0e7f6b2529cda1f4b5ea4,F,1991,Other
a5811bbbc82c5c9aae56265796e44b81,F,1961,White
2f8ff964f735120efdd1b3b6f53f38ad,F,1956,White
1c7c9ee44c4dec251bf51548b756c127,F,1983,White
65b6cffff96f9509ffec1c89cbea2075,M,1955,Unknown
40b18087bf35db95dc5cf7df78f77d75,M,1975,White
7a80b6737217e76c991593e3d984b6ed,M,1961,White
657a742ec157d2c7ce4bad4e02d31b8d,M,1946,Unknown
a3047b8ad4a0f89a43f0a2d33bcf5f9f,M,1972,White
c480dc65b6816a92f40330bed7205d9e,M,1957,White
98f1d2112e27c19b2a8662678c16e5f4,M,1990,White
107addf97cc2404a5c34282da62e0ebf,F,1977,White
135c901f965494281a617b4f368e683b,F,1958,White
514b69349df71f383bef20d0ab3995ff,F,1954,White
d0a17273a1b571355510d92b2e4213ff,F,1983,Asian
81a6b4f7af5a6ef2213e1bd8a99b9f13,F,1985,White
75cc263711fa1f8783cd3abb5a63becd,F,1971,Unknown
e8a3cb593a206bd1667a1015a56e7721,F,1958,Other
b49c6aaada7a8be5eff912cd9fdda6ec,F,1955,Unknown
7be12e725e44bf29d72309d25e1f3ae7,M,1960,Other
08ac1ae719331b2bb2f16035235bbaf7,F,1965,Asian
c72d075bcf16b52ee2a5ee82344f9578,F,1956,White
24830b08495f7cf965d1f9dd32640d81,M,1941,White
c491303a03f2931b218b9936ac6871a7,M,1978,White
24721de72395a406d8eb35972a14b779,M,1963,White
d698579a5db1e405fbe7137a5954db4c,F,1965,White
53ebef0aecf3f9d757092f9a539ddd7b,F,1953,White
4be8594b4e29e9b942cb6d1b643cc0e8,M,1960,White
88d3257c3d46d0436fbc0eab1408cf1c,M,1952,White
573e0fc6f642b79f3856d6f67dab89b6,M,1981,White
fbc0ab7a6cbfada693c9f7dbdf5bfb85,F,1963,Unknown
ecb7c436ce81152e7f80fd31e58ba97a,F,1969,Hispanic
91363bfd525dce9bff224c933d29bcf6,F,1980,White
b1693e9dfdb28d0117fc4af51d3fb4e7,M,1993,White
f2fe8dd673f135714d203380ea990d4e,M,1935,White
2343e1c65cbff10f983da8ba54b4ea55,M,1978,White
5a0153e9a381029ab3ee8600ebde5e3a,M,1956,White
2a265e55793423f881e5b5ac7b5e1989,F,1963,White
c197045762a481f06d76bd9747d112f6,M,1950,White
16d21e103791edde93a53630f54d7de4,F,1951,White
195ec05febc2975e00f27362bc0f3132,F,1959,White
49450db65267e764a6ffcf4c44090ae7,F,1963,Unknown
25ab06ec16fff4ca772f47174da2a769,F,1958,White
38975a863dbe4b786e6bc27e8ee8f228,F,1986,Black
e9f798f0a847925b27f95c2cf79f17e0,F,1991,White
0aea389d2763e2cdd6e25d4b0abcc67b,F,1968,White
1ca7c940cb307fc57fc6660c35585a01,F,1984,White
68a72c972508694d8afaa88d5c1e9ba8,F,1983,White
8a380606608ea1db80ad817931792fb1,M,1950,White
1629f23fcbd4ddeed05df008c1735229,F,1956,White
9f53b73ebb1bda5939267f02d6cd3f78,M,1971,White
40290537fbb0157cbfb627cabe04a2a4,M,1993,White
8d16db498b1f8421983fd7be27545c18,F,1958,Other
3868293741f333982bd6545d6e5e11d3,M,1961,White
4c39f69dfed3ed60886da50e9adbdcd1,F,1969,White
8e31f836ad62a1aa924db07f57f3db31,F,1968,White
537a904fafd678bb0d2943999a1cd7ce,F,1971,White
b7106d1a81b534d2d3453b6f14ed61ce,F,1951,White
b8e8ab3d12443a632b74f0f1cd1bc196,F,1992,Other
ebd40b67341d20c93f6c9ce04504b81d,F,1922,Unknown
177eb593e0966ee2cde322c74591123e,M,1961,White
aee60adb5975df0bd778284522e040bb,M,1960,White
812101701d2791c4a343756b059bb642,M,1968,White
91ea3b304667471f6a7a7c03ea591ad0,M,1977,White
7d3787e98fefcc80fe79719e79218101,M,1988,White
dcd19e6c68006353705372ad2c0134b8,M,1992,White
1f050f3fc700ca843e17bf5097862e69,M,1981,White
27b89e14c17bef8a708fe44cc64bd4fa,M,1961,Other
38bf6a05f0fd854c6a90b74ee55c4446,M,1924,Unknown
1003c922d8ceab7a68136853d3dd29ef,M,1954,Hispanic
2ffb478aa8d746fcebf522f84cbb52bf,M,1979,White
c433f7cb5bce98e9f9b621733904558a,F,1983,White
0c2f18f81f029d9b8dfa374eb50506bb,M,1985,White
aaaf04d09e85f051eaf0b815e93cd83f,F,1955,White
56e7f32387145d0c66e635c4a7a6b618,F,1968,White
62c15b9b213113c48a21aa00ac668ecd,F,1954,Unknown
0d98d60257b47e74ea2950783fc6e2d7,F,1963,White
baa1b30a0b624e43684df72c71437d9c,M,1992,Other
f64276a2251280ed74084cebcc55219d,M,1964,White
43b179be50607acbba98096fb00d3e87,M,1979,White
0482ae7f6628a852d847516b2c1d2491,M,1977,White
2d95dd2f98fd6e622e82043cd233ba59,O,1964,White
a4f99aafb93fdb6d89f548c933b5d50f,M,1957,White
e1b3570aa7946f4362f734414daa59d9,M,1961,Asian
a804c91bcc834fb8968300b2b2803eae,M,1968,White
64a2dcacd887b4b06ee63581fd09aaa8,F,1971,White
589fd62691789cfa07bcab33f66dda28,F,1950,White
690b756f19210bcdf16b16de6ef68d92,M,1967,Unknown
dfbbd52b46ef599c192833073baaad8f,M,1959,White
d2c373c60824728437dad2461d182033,M,1967,White
0bb1004d0eb3c890b763b98988ab0fd2,F,1962,White
d534f1fc46f2a7a658e0af6375660c7e,M,1976,Unknown
e697bec48a3c3d17f8e3b062185912e4,M,1953,White
a0155798bd0c59c6efdc620b8cd7b213,M,1969,Hispanic
e05abaec543f2078659aa75a646b9db2,M,1964,White
1c2342c2806d9b5fbf8d3da9bb4b40c6,F,1958,White
92326841546d397590763c5d9fee5df0,M,1962,White
cbdde7e853fa2077f9e699249d073037,F,1968,White
dae311b4b67d0c576eaad9feb022f921,F,1985,White
27acc9e80a25636a7d016e0016853090,M,1970,Asian
9b0ba3f182e1acbf28d1b4619f43fb0b,F,1962,White
1ca41caeff04bcb26fd8b1b5257b6974,M,1992,White
80cc4744db0f78c876d20c39a54704d7,M,1947,Unknown
6abf3314c1eaac3e3b10822fd1566893,F,1971,White
59462181e26a57e65a2d10ecfb01ae9a,M,1954,White
3f124f11e0d0fdc8c4aec89c5b3669b5,M,1956,Unknown
66d01232c9cc8388948234be936a994f,M,1976,White
d2b82553242216ef10af72bf2c501b5a,M,1974,White
06db53bf8534b76b22c11662b3f25c6e,M,1957,White
8b2e4116f1680bfc8fb8ec44ad77c196,F,1949,White
8fa5d3a2fd845e5836f58e950d58c3c0,F,1968,White
f7ca13a82670f499a8b77978cda6e7be,M,1982,White
9c24080ecfe21e599783a30be61d7da6,F,1962,White
9d55766d27302d023f9002d71363852f,M,1956,White
e2a260d67cf7d743cfc158047c0efb65,F,1955,White
d28f324b2518419432f49138c9069f61,F,1958,Other
3732170325b01905273c1eee41804ca7,F,1980,White
42ea68d5073f11200d97139f66d5e39d,F,1979,White
d055f9c7be165ac8e47e0ddf813b340a,F,1970,Unknown
6cbe7a3ea30859dbe40151dd3fd11efe,F,1972,Unknown
44affbe7ebb77a509a219f2eb86a67df,M,1987,White
9e6bb8cd80435ee522b2946a65e95569,F,1980,White
e41b87ecf3614d56e00ece25baa7ff3f,M,1976,White
727624b7dbbb4d5eca1c94e215e9d2e4,M,1960,White
3cdfe76e98b866c0f4d0beaac748f967,M,1958,White
c2c25a5694c3d70cb22fd06365969bfb,F,1982,White
fb99461b2d1a4321aeff0c3cbe881b1d,O,1968,White
9f5db75c433eb469dea613521ea09841,F,1976,White
367eb6a28dffba7598dbb54b9492bc30,M,1975,Other
3f70780545af983599534eb02b06b0e5,M,1964,Other
5a0153e9a381029ab3ee8600ebde5e3a,M,1956,White
2a265e55793423f881e5b5ac7b5e1989,F,1963,White
c197045762a481f06d76bd9747d112f6,M,1950,White
16d21e103791edde93a53630f54d7de4,F,1951,White
c29eb1223b74467368a5cc3fcbf448c7,M,1971,White
195ec05febc2975e00f27362bc0f3132,F,1959,White
3cd7b7a8da545e4bd10f8a2e5feb50ae,M,1943,White
25ab06ec16fff4ca772f47174da2a769,F,1958,White
107a2e44fe6f9309ef7fe3f7dcef6e11,F,1962,White
467c2ddfa4ada16b8ab55dd460c24549,M,1964,White
93c5f2b1247f75485ab0a344f63c0e83,F,1965,White
42d4c1e7e65b2547b0b7a60556f15df6,M,1951,White
73e8ad829b2b494d83774589a7920644,M,1953,White
24d27403a45dfeb17b67e33d1ee29f14,M,1956,White
399fd9a82c9a50af760c138b4a96645d,F,1968,White
b10c3cd9d947e91f210932f478449af7,M,1980,White
c19071f7a3761b1f56989e0a4ce861dc,M,1961,White
c5c7589a67053ff07a4f7994f993c1c0,F,1993,White
31cb9249119633ba83c4b97db618e728,F,1969,White
5a4dfa02d5530edcb85b0dda6e419f26,F,1969,White
c928535070cf8d346b64fd1335841a22,F,1957,Other
5ebfa9db2d9274c6d2d95eb0bee83707,F,1976,White
b9a087720f9ac062fe9c31e325158587,F,1978,White
2dcc2915a59e9cd0ac7234fa552f04d5,F,1966,Unknown
3d20564919bfaba4b1b70a206d973ed6,M,1971,White
e12cbfb8ed4f8e2b998cc5a702cf5190,F,1961,White
4c602e48803f6bd15924468e14300ff6,M,1958,White
331966776671d87aa25b28e1cb881877,F,1952,White
bf1072a63251bca2bbf7da0db2956c03,M,1988,Other
d73c0c0dc87746a3d8c45d86c0ce23d0,M,1963,Unknown
837a08cb737c63b2b7bf064a74108c8a,F,1979,White
e9d237b2907e37ffe8e4c6d7d48bc760,M,1946,Hispanic
c9c131e7782a48d8b817325a4d102d5c,F,1954,Hispanic
acf0bc023cb12f21a1b028449561b4d1,F,1946,White
bbada7c5b1f8a1a20ffc9c4f5cf052b2,F,1962,White
b365bdb08c5f41248bdc308673407bd4,F,1950,White
93e325319e023d3c8c76e9a41864c3a3,M,1951,Unknown
ff8760257e4899f629b4c204287c62e8,M,1986,White
d6d97ce57612b4b66b8d53a3dccd5ebd,F,1993,White
0931ac745988a9cf82ad30fca29ca199,F,1972,Black
d67c07b64c3e6abc8b3fc6fd3958ed49,F,1954,White
70d5e06fc3074e8991d6680dda2fa8a7,M,1969,White
f58027ad7e0f2a1526a5007cb2907eab,M,1973,White
c70d4dbabe30a3c0f0ea08a44d2fd4b1,F,1996,White
86bfafda3f2f4019d3a7c09c8ee27f09,M,1983,White
68bdb46a950543ea200868129e81f20d,F,1972,White
8198541dbc6d06b43572fc0d1d224dc6,F,1942,Other
bad184c6b418eb8aae68e8dfa3f38422,M,1956,White
9b305dd17fd10bfcd5a723dec011e0bf,F,1987,White
d2ddb156a23e38e957bd281566887bf4,F,1978,Black
70d07a81242479b18b183447c56463fc,F,1969,Black
33bab8b9b423efe70984bb7deacaec9e,F,1958,White
8e9d9aca6f6129edd99bf999a6f690e7,M,1976,White
a754f0b9570d322a209179d98ce7416f,M,1975,White
311f3a2dcb4a7153a9fb7946ded39c7f,F,1967,Other
9bb07228ead4b995457b54ac9d2aa4e3,M,1967,Unknown
e6ca2eec9180e8f7acfb0238616d3cd2,M,1937,White
387ae7879b4cd3e2424833a78799a832,M,1948,Black
860386e11d70bd3cb029c0408be7ef7c,F,1951,Other
a58c6a3d6ec69bc2101c93e04db81fad,M,1959,White
9f12697dfd2de6d118084ffe3ef9c940,M,1951,Hispanic
30b1cfbb54b3186fddcf99d753762156,F,1989,White
23882b921247ea5a91dfb66e75a14607,F,1988,White
879ecc3b8dd93647c5bce1bd42ab46ad,F,1978,Unknown
c781b1ca5ccb2145fecf83d775b2672c,F,1981,Unknown
81d5bd1016c753061bbf3a965dbeede2,F,1964,White
03428128c309852bd6714b8d03e569b2,M,1968,White
58f68162305a217c04474188edfb1745,F,1985,White
7e8f5559b0a6751d812cd7d5477d3b7f,M,1974,Black
c0c09ccc30adaf85d6cfd7aaf99bf573,F,1956,Black
2b22d7b835674d4c745233ca0f02ccd5,F,1976,White
a62ce3654194acc7119fbb4915e5319e,F,1979,Hispanic
c5a0230800829a8cef2a45c8fe22cb4c,F,1982,Hispanic
c3af0d4c6d7c0c22f100a2324c038eec,M,1967,White
87998a066c0d5dcb549f1f818f48957e,F,1969,White
9e1f0f0ef605430aebc69418084b3183,F,1956,White
9e87d8e6982cf839f6bbc07dddff7922,M,1960,White
0735c892bfa08c3659130a2d9f69da0d,F,1958,White
8c6699a18b5be43311c5e4c1cc3294c6,F,1957,White
ad3bdc07fcfb93678a31a4d729529e4f,F,1955,White
b371e2cbb0856b9b5f6eaebf2804945c,M,1971,White
88a03e0e1c920101d4db221f8cb2c35e,F,1982,White
735c3f343e66a86a33da57b31b9e0dfb,F,1970,White
1ad537c4fe0cbaeb5846a6d77523337f,M,1949,White
0af7ab8502ba9bd7360dc856461d4f64,M,1948,White
e4c68e1c69c759c545c0abb7d9d118c9,M,1972,White
f696aa6caa6e56b7f4fa03fdcbaa01be,F,1970,Unknown
bdb1b48136c0a87bd293a970645e74a6,M,1946,White
aa45d50b73ad8c540753bd9a4354fd24,F,1979,White
0b3a449aa3ea884f17f36d5ac7caebe8,M,1960,Other
cefe3c7e4cc10185b058e0395ffacd7e,F,1967,White
5251d4288d58a972b2de0153572396b1,F,1972,White
c3e08840189dd0e206544cc568ae3b79,M,1974,White
817d4b4aa23effb5d6e9fb2d4d88a206,M,1980,White
5d08a82e01c504887143308fe2562aac,F,1955,Hispanic
36794d3816a70c6b078be5a33ebab39b,M,1980,White
f63ba377b9438a54673de16e56a832fa,M,1988,White
1287862ca975a1ee4c92bb035fbb159e,M,1985,White
cd24352d6230211018820c110f845fd6,M,1977,Hispanic
37a7dcb0f68a2358a655cede4dbcba9b,M,1959,Unknown
0ae8d275e88a9c92bf314fce8ea225eb,M,1979,White
a75c369e44d49a28a90f43150c3e7e23,M,1958,Other
a16f227b29a6cf0584ac29de0e01302b,F,1980,White
c5fa1b2485d02c7b8c017774946395e1,F,1969,White
ee662a0ce7ee34dfbdc5dcd4f2f83593,F,1965,White
9d8297e972c36e98dbd5edea1cad9a39,M,1924,Other
2cc5096e688706cce8dd9d37e21d74f2,F,1964,White
2a748f007da58e35dc7b293f268fda0b,M,1962,White
2d099f0d47f50801f45c0e4b38e93344,M,1972,White
c97611d6f53292f6d071884130d23c74,F,1962,Unknown
8b82f73a989cd17b58e9bf96df91c113,M,1983,Other
643c6f8b0ccb1316d7805c41d687213d,F,1967,White
0e5756648103b252783986c98764dde4,F,1959,Unknown
8359b84b9f8c5760f45d7c952cef1e07,M,1977,White
4e23ac578bfb207f172721c870a59f06,F,1963,White
35096e860645e94d0558173b7176b4c5,M,1985,White
9f02ba0a6caa33ce179b2eeb0e5a1470,F,1988,White
0e4f0c4838b22113432d17d572eba9ae,M,1988,White
1cf4c7c3108360cf60fe3feb067589c5,F,1962,White
5754aca61cf49d3346c6072b4f32c76e,F,1964,Unknown
18c3eaaa7c659bc5f4daf6088eff39a6,M,1956,White
a087e3ef6f962cb084c410540987d0ee,F,1979,White
4eb351502ea1cc0f9d486906c871d2e6,F,1962,White
6546feff3af96ce0079031c43d453055,F,1978,White
913340d886202be351d915ffc252a9b6,M,1969,Black
b482735b01a83e3a1275942aa9ebca93,M,1969,White
a804c91bcc834fb8968300b2b2803eae,M,1968,White
64a2dcacd887b4b06ee63581fd09aaa8,F,1971,White
589fd62691789cfa07bcab33f66dda28,F,1950,White
101bc69514d2bfd4ff4f3145c184813f,M,1974,White
05d8afe49784505b0d766f2325faa139,M,1964,White
e45f3f9ba085684dfd863da1d779b720,M,1992,White
db6de4832dd744451e9188a0505b6f53,F,1983,White
5ebcf3d9e4ef031c3a1a4ff8699a304a,F,1955,White
d9490d712539a1756a986e26d3e2c38c,F,1957,Other
87d13b6d8ae8fe1ff4cfe3cc4d5ac55b,F,1957,White
ff9972bc5774c8389163cd07f7fd1b64,M,1962,White
4c89d21d08654b1fde402a281897f7c0,F,1961,White
c5588f28769cdfe39d0152659eb37164,M,1954,White
047bc186be56800ea5c15b6960ff947f,F,1959,Unknown
ac92884d73da8a616f623d09834f6e5c,F,1980,White
8e53621a81f684e44e6038b077d73ed7,F,1965,White
c0a8ac442ab62e1f981b7fb2b081b8a8,M,1961,White
717c02883f47b3c7414b9ca2ce86b48d,F,1965,White
0ff970ca6b003612e8a5ee7fea0fb263,M,1947,White
42ea31c00b02e1327a8b96fe41af6bac,M,1986,White
